Award Ceremony,Year,Award Category,Nominee Name,Film Title,Win
Oscars,2006,ANIMATED FEATURE FILM,John Lasseter,Cars,False
Oscars,2006,ANIMATED FEATURE FILM,George Miller,Happy Feet,True
Oscars,2006,ANIMATED FEATURE FILM,Gil Kenan,Monster House,False
Oscars,2006,ART DIRECTION,Art Direction:  John Myhre; Set Decoration:  Nancy Haigh,Dreamgirls,False
Oscars,2006,ART DIRECTION,Art Direction:  Jeannine Oppewall; Set Decoration:  Gretchen Rau and Leslie E. Rollins,The Good Shepherd,False
Oscars,2006,ART DIRECTION,Art Direction:  Eugenio Caballero; Set Decoration:  Pilar Revuelta,Pan's Labyrinth,True
Oscars,2006,ART DIRECTION,Art Direction:  Rick Heinrichs; Set Decoration:  Cheryl Carasik,Pirates of the Caribbean: Dead Man's Chest,False
Oscars,2006,ART DIRECTION,Art Direction:  Nathan Crowley; Set Decoration:  Julie Ochipinti,The Prestige,False
Oscars,2006,CINEMATOGRAPHY,Vilmos Zsigmond,The Black Dahlia,False
Oscars,2006,CINEMATOGRAPHY,Emmanuel Lubezki,Children of Men,False
Oscars,2006,CINEMATOGRAPHY,Dick Pope,The Illusionist,False
Oscars,2006,CINEMATOGRAPHY,Guillermo Navarro,Pan's Labyrinth,True
Oscars,2006,CINEMATOGRAPHY,Wally Pfister,The Prestige,False
Oscars,2006,COSTUME DESIGN,Yee Chung Man,Curse of the Golden Flower,False
Oscars,2006,COSTUME DESIGN,Patricia Field,The Devil Wears Prada,False
Oscars,2006,COSTUME DESIGN,Sharen Davis,Dreamgirls,False
Oscars,2006,COSTUME DESIGN,Milena Canonero,Marie Antoinette,True
Oscars,2006,COSTUME DESIGN,Consolata Boyle,The Queen,False
Oscars,2006,DIRECTING,Alejandro González Iñárritu,Babel,False
Oscars,2006,DIRECTING,Martin Scorsese,The Departed,True
Oscars,2006,DIRECTING,Clint Eastwood,Letters from Iwo Jima,False
Oscars,2006,DIRECTING,Stephen Frears,The Queen,False
Oscars,2006,DIRECTING,Paul Greengrass,United 93,False
Oscars,2006,DOCUMENTARY (Feature),Amy Berg and Frank Donner,Deliver Us from Evil,False
Oscars,2006,DOCUMENTARY (Feature),Davis Guggenheim,An Inconvenient Truth,True
Oscars,2006,DOCUMENTARY (Feature),James Longley and John Sinno,Iraq in Fragments,False
Oscars,2006,DOCUMENTARY (Feature),Heidi Ewing and Rachel Grady,Jesus Camp,False
Oscars,2006,DOCUMENTARY (Feature),Laura Poitras and Jocelyn Glatzer,"My Country, My Country",False
Oscars,2006,DOCUMENTARY (Short Subject),Ruby Yang and Thomas Lennon,The Blood of Yingzhou District,True
Oscars,2006,DOCUMENTARY (Short Subject),Leslie Iwerks and Mike Glad,Recycled Life,False
Oscars,2006,DOCUMENTARY (Short Subject),Karen Goodman and Kirk Simon,Rehearsing a Dream,False
Oscars,2006,DOCUMENTARY (Short Subject),Nathaniel Kahn and Susan Rose Behr,Two Hands,False
Oscars,2006,FILM EDITING,Stephen Mirrione and Douglas Crise,Babel,False
Oscars,2006,FILM EDITING,Steven Rosenblum,Blood Diamond,False
Oscars,2006,FILM EDITING,Alex Rodríguez and Alfonso Cuarón,Children of Men,False
Oscars,2006,FILM EDITING,Thelma Schoonmaker,The Departed,True
Oscars,2006,FILM EDITING,"Clare Douglas, Christopher Rouse and Richard Pearson",United 93,False
Oscars,2006,FOREIGN LANGUAGE FILM,Denmark,After the Wedding,False
Oscars,2006,FOREIGN LANGUAGE FILM,Algeria,Days of Glory (Indigènes),False
Oscars,2006,FOREIGN LANGUAGE FILM,Germany,The Lives of Others,True
Oscars,2006,FOREIGN LANGUAGE FILM,Mexico,Pan's Labyrinth,False
Oscars,2006,FOREIGN LANGUAGE FILM,Canada,Water,False
Oscars,2006,MAKEUP,Aldo Signoretti and Vittorio Sodano,Apocalypto,False
Oscars,2006,MAKEUP,Kazuhiro Tsuji and Bill Corso,Click,False
Oscars,2006,MAKEUP,David Martí and Montse Ribé,Pan's Labyrinth,True
Oscars,2006,MUSIC (Original Score),Gustavo Santaolalla,Babel,True
Oscars,2006,MUSIC (Original Score),Thomas Newman,The Good German,False
Oscars,2006,MUSIC (Original Score),Philip Glass,Notes on a Scandal,False
Oscars,2006,MUSIC (Original Score),Javier Navarrete,Pan's Labyrinth,False
Oscars,2006,MUSIC (Original Score),Alexandre Desplat,The Queen,False
Oscars,2006,MUSIC (Original Song),Music and Lyric by Melissa Etheridge,An Inconvenient Truth,True
Oscars,2006,MUSIC (Original Song),Music by Henry Krieger and Scott Cutler; Lyric by Anne Preven,Dreamgirls,False
Oscars,2006,MUSIC (Original Song),Music by Henry Krieger; Lyric by Siedah Garrett,Dreamgirls,False
Oscars,2006,MUSIC (Original Song),Music and Lyric by Randy Newman,Cars,False
Oscars,2006,MUSIC (Original Song),Music by Henry Krieger; Lyric by Willie Reale,Dreamgirls,False
Oscars,2006,BEST PICTURE,"Alejandro González Iñárritu, Jon Kilik and Steve Golin, Producers",Babel,False
Oscars,2006,BEST PICTURE,"Graham King, Producer",The Departed,True
Oscars,2006,BEST PICTURE,"Clint Eastwood, Steven Spielberg and Robert Lorenz, Producers",Letters from Iwo Jima,False
Oscars,2006,BEST PICTURE,"David T. Friendly, Peter Saraf and Marc Turtletaub, Producers",Little Miss Sunshine,False
Oscars,2006,BEST PICTURE,"Andy Harries, Christine Langan and Tracey Seaward, Producers",The Queen,False
Oscars,2006,SHORT FILM (Animated),Torill Kove,The Danish Poet,True
Oscars,2006,SHORT FILM (Animated),Gary Rydstrom,Lifted,False
Oscars,2006,SHORT FILM (Animated),Roger Allers and Don Hahn,The Little Matchgirl,False
Oscars,2006,SHORT FILM (Animated),Géza M. Tóth,Maestro,False
Oscars,2006,SHORT FILM (Animated),Chris Renaud and Michael Thurmeier,No Time for Nuts,False
Oscars,2006,SHORT FILM (Live Action),Javier Fesser and Luis Manso,Binta and the Great Idea (Binta Y La Gran Idea),False
Oscars,2006,SHORT FILM (Live Action),Borja Cobeaga,Éramos Pocos (One Too Many),False
Oscars,2006,SHORT FILM (Live Action),Søren Pilmark and Kim Magnusson,Helmer & Son,False
Oscars,2006,SHORT FILM (Live Action),Peter Templeman and Stuart Parkyn,The Saviour,False
Oscars,2006,SHORT FILM (Live Action),Ari Sandel,West Bank Story,True
Oscars,2006,SOUND EDITING,Sean McCormack and Kami Asgar,Apocalypto,False
Oscars,2006,SOUND EDITING,Lon Bender,Blood Diamond,False
Oscars,2006,SOUND EDITING,Alan Robert Murray and Bub Asman,Flags of Our Fathers,False
Oscars,2006,SOUND EDITING,Alan Robert Murray and Bub Asman,Letters from Iwo Jima,True
Oscars,2006,SOUND EDITING,Christopher Boyes and George Watters II,Pirates of the Caribbean: Dead Man's Chest,False
Oscars,2006,SOUND MIXING,"Kevin O'Connell, Greg P. Russell and Fernando Cámara",Apocalypto,False
Oscars,2006,SOUND MIXING,"Andy Nelson, Anna Behlmer and Ivan Sharrock",Blood Diamond,False
Oscars,2006,SOUND MIXING,"Michael Minkler, Bob Beemer and Willie Burton",Dreamgirls,True
Oscars,2006,SOUND MIXING,"John Reitz, Dave Campbell, Gregg Rudloff and Walt Martin",Flags of Our Fathers,False
Oscars,2006,SOUND MIXING,"Paul Massey, Christopher Boyes and Lee Orloff",Pirates of the Caribbean: Dead Man's Chest,False
Oscars,2006,VISUAL EFFECTS,"John Knoll, Hal Hickel, Charles Gibson and Allen Hall",Pirates of the Caribbean: Dead Man's Chest,True
Oscars,2006,VISUAL EFFECTS,"Boyd Shermis, Kim Libreri, Chas Jarrett and John Frazier",Poseidon,False
Oscars,2006,VISUAL EFFECTS,"Mark Stetson, Neil Corbould, Richard R. Hoover and Jon Thum",Superman Returns,False
Oscars,2006,WRITING (Adapted Screenplay),Screenplay by Sacha Baron Cohen & Anthony Hines & Peter Baynham & Dan Mazer; Story by Sacha Baron Cohen & Peter Baynham & Anthony Hines & Todd Phillips,Borat Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,False
Oscars,2006,WRITING (Adapted Screenplay),Screenplay by Alfonso Cuarón & Timothy J. Sexton and David Arata and Mark Fergus & Hawk Ostby,Children of Men,False
Oscars,2006,WRITING (Adapted Screenplay),Screenplay by William Monahan,The Departed,True
Oscars,2006,WRITING (Adapted Screenplay),Screenplay by Todd Field & Tom Perrotta,Little Children,False
Oscars,2006,WRITING (Adapted Screenplay),Screenplay by Patrick Marber,Notes on a Scandal,False
Oscars,2006,WRITING (Original Screenplay),Written by Guillermo Arriaga,Babel,False
Oscars,2006,WRITING (Original Screenplay),Screenplay by Iris Yamashita; Story by Iris Yamashita & Paul Haggis,Letters from Iwo Jima,False
Oscars,2006,WRITING (Original Screenplay),Written by Michael Arndt,Little Miss Sunshine,True
Oscars,2006,WRITING (Original Screenplay),Written by Guillermo del Toro,Pan's Labyrinth,False
Oscars,2006,WRITING (Original Screenplay),Written by Peter Morgan,The Queen,False
Oscars,2007,ACTOR IN A LEADING ROLE,George Clooney,Michael Clayton,False
Oscars,2007,ACTOR IN A LEADING ROLE,Daniel Day-Lewis,There Will Be Blood,True
Oscars,2007,ACTOR IN A LEADING ROLE,Johnny Depp,Sweeney Todd The Demon Barber of Fleet Street,False
Oscars,2007,ACTOR IN A LEADING ROLE,Tommy Lee Jones,In the Valley of Elah,False
Oscars,2007,ACTOR IN A LEADING ROLE,Viggo Mortensen,Eastern Promises,False
Oscars,2007,ACTOR IN A SUPPORTING ROLE,Casey Affleck,The Assassination of Jesse James by the Coward Robert Ford,False
Oscars,2007,ACTOR IN A SUPPORTING ROLE,Javier Bardem,No Country for Old Men,True
Oscars,2007,ACTOR IN A SUPPORTING ROLE,Philip Seymour Hoffman,Charlie Wilson's War,False
Oscars,2007,ACTOR IN A SUPPORTING ROLE,Hal Holbrook,Into the Wild,False
Oscars,2007,ACTOR IN A SUPPORTING ROLE,Tom Wilkinson,Michael Clayton,False
Oscars,2007,ACTRESS IN A LEADING ROLE,Cate Blanchett,Elizabeth: The Golden Age,False
Oscars,2007,ACTRESS IN A LEADING ROLE,Julie Christie,Away from Her,False
Oscars,2007,ACTRESS IN A LEADING ROLE,Marion Cotillard,La Vie en Rose,True
Oscars,2007,ACTRESS IN A LEADING ROLE,Laura Linney,The Savages,False
Oscars,2007,ACTRESS IN A LEADING ROLE,Ellen Page,Juno,False
Oscars,2007,ACTRESS IN A SUPPORTING ROLE,Cate Blanchett,I'm Not There,False
Oscars,2007,ACTRESS IN A SUPPORTING ROLE,Ruby Dee,American Gangster,False
Oscars,2007,ACTRESS IN A SUPPORTING ROLE,Saoirse Ronan,Atonement,False
Oscars,2007,ACTRESS IN A SUPPORTING ROLE,Amy Ryan,Gone Baby Gone,False
Oscars,2007,ACTRESS IN A SUPPORTING ROLE,Tilda Swinton,Michael Clayton,True
Oscars,2007,ANIMATED FEATURE FILM,Marjane Satrapi and Vincent Paronnaud,Persepolis,False
Oscars,2007,ANIMATED FEATURE FILM,Brad Bird,Ratatouille,True
Oscars,2007,ANIMATED FEATURE FILM,Ash Brannon and Chris Buck,Surf's Up,False
Oscars,2007,ART DIRECTION,Art Direction: Arthur Max; Set Decoration: Beth A. Rubino,American Gangster,False
Oscars,2007,ART DIRECTION,Art Direction: Sarah Greenwood; Set Decoration: Katie Spencer,Atonement,False
Oscars,2007,ART DIRECTION,Art Direction: Dennis Gassner; Set Decoration: Anna Pinnock,The Golden Compass,False
Oscars,2007,ART DIRECTION,Art Direction: Dante Ferretti; Set Decoration: Francesca Lo Schiavo,Sweeney Todd The Demon Barber of Fleet Street,True
Oscars,2007,ART DIRECTION,Art Direction: Jack Fisk; Set Decoration: Jim Erickson,There Will Be Blood,False
Oscars,2007,CINEMATOGRAPHY,Roger Deakins,The Assassination of Jesse James by the Coward Robert Ford,False
Oscars,2007,CINEMATOGRAPHY,Seamus McGarvey,Atonement,False
Oscars,2007,CINEMATOGRAPHY,Janusz Kaminski,The Diving Bell and the Butterfly,False
Oscars,2007,CINEMATOGRAPHY,Roger Deakins,No Country for Old Men,False
Oscars,2007,CINEMATOGRAPHY,Robert Elswit,There Will Be Blood,True
Oscars,2007,COSTUME DESIGN,Albert Wolsky,Across the Universe,False
Oscars,2007,COSTUME DESIGN,Jacqueline Durran,Atonement,False
Oscars,2007,COSTUME DESIGN,Alexandra Byrne,Elizabeth: The Golden Age,True
Oscars,2007,COSTUME DESIGN,Marit Allen,La Vie en Rose,False
Oscars,2007,COSTUME DESIGN,Colleen Atwood,Sweeney Todd The Demon Barber of Fleet Street,False
Oscars,2007,DIRECTING,Julian Schnabel,The Diving Bell and the Butterfly,False
Oscars,2007,DIRECTING,Jason Reitman,Juno,False
Oscars,2007,DIRECTING,Tony Gilroy,Michael Clayton,False
Oscars,2007,DIRECTING,Joel Coen and Ethan Coen,No Country for Old Men,True
Oscars,2007,DIRECTING,Paul Thomas Anderson,There Will Be Blood,False
Oscars,2007,DOCUMENTARY (Feature),Charles Ferguson and Audrey Marrs,No End in Sight,False
Oscars,2007,DOCUMENTARY (Feature),Richard E. Robbins,Operation Homecoming: Writing the Wartime Experience,False
Oscars,2007,DOCUMENTARY (Feature),Michael Moore and Meghan O'Hara,Sicko,False
Oscars,2007,DOCUMENTARY (Feature),Alex Gibney and Eva Orner,Taxi to the Dark Side,True
Oscars,2007,DOCUMENTARY (Feature),Andrea Nix Fine and Sean Fine,War/Dance,False
Oscars,2007,DOCUMENTARY (Short Subject),Cynthia Wade and Vanessa Roth,Freeheld,True
Oscars,2007,DOCUMENTARY (Short Subject),Amanda Micheli and Isabel Vega,La Corona (The Crown),False
Oscars,2007,DOCUMENTARY (Short Subject),Tim Sternberg and Francisco Bello,Salim Baba,False
Oscars,2007,DOCUMENTARY (Short Subject),James Longley,Sari's Mother,False
Oscars,2007,FILM EDITING,Christopher Rouse,The Bourne Ultimatum,True
Oscars,2007,FILM EDITING,Juliette Welfling,The Diving Bell and the Butterfly,False
Oscars,2007,FILM EDITING,Jay Cassidy,Into the Wild,False
Oscars,2007,FILM EDITING,Roderick Jaynes,No Country for Old Men,False
Oscars,2007,FILM EDITING,Dylan Tichenor,There Will Be Blood,False
Oscars,2007,FOREIGN LANGUAGE FILM,Israel,Beaufort,False
Oscars,2007,FOREIGN LANGUAGE FILM,Austria,The Counterfeiters,True
Oscars,2007,FOREIGN LANGUAGE FILM,Poland,Katyn,False
Oscars,2007,FOREIGN LANGUAGE FILM,Kazakhstan,Mongol,False
Oscars,2007,FOREIGN LANGUAGE FILM,Russia,12,False
Oscars,2007,MAKEUP,Didier Lavergne and Jan Archibald,La Vie en Rose,True
Oscars,2007,MAKEUP,Rick Baker and Kazuhiro Tsuji,Norbit,False
Oscars,2007,MAKEUP,Ve Neill and Martin Samuel,Pirates of the Caribbean: At World's End,False
Oscars,2007,MUSIC (Original Score),Dario Marianelli,Atonement,True
Oscars,2007,MUSIC (Original Score),Alberto Iglesias,The Kite Runner,False
Oscars,2007,MUSIC (Original Score),James Newton Howard,Michael Clayton,False
Oscars,2007,MUSIC (Original Score),Michael Giacchino,Ratatouille,False
Oscars,2007,MUSIC (Original Score),Marco Beltrami,3:10 to Yuma,False
Oscars,2007,MUSIC (Original Song),Music and Lyric by Glen Hansard and Marketa Irglova,Once,True
Oscars,2007,MUSIC (Original Song),Music by Alan Menken; Lyric by Stephen Schwartz,Enchanted,False
Oscars,2007,MUSIC (Original Song),"Music and Lyric by Jamal Joseph, Charles Mack and Tevin Thomas",August Rush,False
Oscars,2007,MUSIC (Original Song),Music by Alan Menken; Lyric by Stephen Schwartz,Enchanted,False
Oscars,2007,MUSIC (Original Song),Music by Alan Menken; Lyric by Stephen Schwartz,Enchanted,False
Oscars,2007,BEST PICTURE,"Tim Bevan, Eric Fellner and Paul Webster, Producers",Atonement,False
Oscars,2007,BEST PICTURE,"Lianne Halfon, Mason Novick and Russell Smith, Producers",Juno,False
Oscars,2007,BEST PICTURE,"Sydney Pollack, Jennifer Fox and Kerry Orent, Producers",Michael Clayton,False
Oscars,2007,BEST PICTURE,"Scott Rudin, Ethan Coen and Joel Coen, Producers",No Country for Old Men,True
Oscars,2007,BEST PICTURE,"JoAnne Sellar, Paul Thomas Anderson and Daniel Lupi, Producers",There Will Be Blood,False
Oscars,2007,SHORT FILM (Animated),Josh Raskin,I Met the Walrus,False
Oscars,2007,SHORT FILM (Animated),Chris Lavis and Maciek Szczerbowski,Madame Tutli-Putli,False
Oscars,2007,SHORT FILM (Animated),Samuel Tourneux and Simon Vanesse,Même les Pigeons Vont au Paradis (Even Pigeons Go to Heaven),False
Oscars,2007,SHORT FILM (Animated),Alexander Petrov,My Love (Moya Lyubov),False
Oscars,2007,SHORT FILM (Animated),Suzie Templeton and Hugh Welchman,Peter & the Wolf,True
Oscars,2007,SHORT FILM (Live Action),Christian E. Christiansen and Louise Vesth,At Night,False
Oscars,2007,SHORT FILM (Live Action),Andrea Jublin,Il Supplente (The Substitute),False
Oscars,2007,SHORT FILM (Live Action),Philippe Pollet-Villard,Le Mozart des Pickpockets (The Mozart of Pickpockets),True
Oscars,2007,SHORT FILM (Live Action),Guido Thys and Anja Daelemans,Tanghi Argentini,False
Oscars,2007,SHORT FILM (Live Action),Daniel Barber and Matthew Brown,The Tonto Woman,False
Oscars,2007,SOUND EDITING,Karen Baker Landers and Per Hallberg,The Bourne Ultimatum,True
Oscars,2007,SOUND EDITING,Skip Lievsay,No Country for Old Men,False
Oscars,2007,SOUND EDITING,Randy Thom and Michael Silvers,Ratatouille,False
Oscars,2007,SOUND EDITING,Christopher Scarabosio and Matthew Wood,There Will Be Blood,False
Oscars,2007,SOUND EDITING,Ethan Van der Ryn and Mike Hopkins,Transformers,False
Oscars,2007,SOUND MIXING,"Scott Millan, David Parker and Kirk Francis",The Bourne Ultimatum,True
Oscars,2007,SOUND MIXING,"Skip Lievsay, Craig Berkey, Greg Orloff and Peter Kurland",No Country for Old Men,False
Oscars,2007,SOUND MIXING,"Randy Thom, Michael Semanick and Doc Kane",Ratatouille,False
Oscars,2007,SOUND MIXING,"Paul Massey, David Giammarco and Jim Stuebe",3:10 to Yuma,False
Oscars,2007,SOUND MIXING,"Kevin O'Connell, Greg P. Russell and Peter J. Devlin",Transformers,False
Oscars,2007,VISUAL EFFECTS,"Michael Fink, Bill Westenhofer, Ben Morris and Trevor Wood",The Golden Compass,True
Oscars,2007,VISUAL EFFECTS,"John Knoll, Hal Hickel, Charles Gibson and John Frazier",Pirates of the Caribbean: At World's End,False
Oscars,2007,VISUAL EFFECTS,"Scott Farrar, Scott Benza, Russell Earl and John Frazier",Transformers,False
Oscars,2007,WRITING (Adapted Screenplay),Screenplay by Christopher Hampton,Atonement,False
Oscars,2007,WRITING (Adapted Screenplay),Written by Sarah Polley,Away from Her,False
Oscars,2007,WRITING (Adapted Screenplay),Screenplay by Ronald Harwood,The Diving Bell and the Butterfly,False
Oscars,2007,WRITING (Adapted Screenplay),Written for the screen by Joel Coen & Ethan Coen,No Country for Old Men,True
Oscars,2007,WRITING (Adapted Screenplay),Written for the Screen by Paul Thomas Anderson,There Will Be Blood,False
Oscars,2007,WRITING (Original Screenplay),Written by Diablo Cody,Juno,True
Oscars,2007,WRITING (Original Screenplay),Written by Nancy Oliver,Lars and the Real Girl,False
Oscars,2007,WRITING (Original Screenplay),Written by Tony Gilroy,Michael Clayton,False
Oscars,2007,WRITING (Original Screenplay),"Screenplay by Brad Bird; Story by Jan Pinkava, Jim Capobianco, Brad Bird",Ratatouille,False
Oscars,2007,WRITING (Original Screenplay),Written by Tamara Jenkins,The Savages,False
Oscars,2008,ACTOR IN A LEADING ROLE,Richard Jenkins,The Visitor,False
Oscars,2008,ACTOR IN A LEADING ROLE,Frank Langella,Frost/Nixon,False
Oscars,2008,ACTOR IN A LEADING ROLE,Sean Penn,Milk,True
Oscars,2008,ACTOR IN A LEADING ROLE,Brad Pitt,The Curious Case of Benjamin Button,False
Oscars,2008,ACTOR IN A LEADING ROLE,Mickey Rourke,The Wrestler,False
Oscars,2008,ACTOR IN A SUPPORTING ROLE,Josh Brolin,Milk,False
Oscars,2008,ACTOR IN A SUPPORTING ROLE,Robert Downey Jr.,Tropic Thunder,False
Oscars,2008,ACTOR IN A SUPPORTING ROLE,Philip Seymour Hoffman,Doubt,False
Oscars,2008,ACTOR IN A SUPPORTING ROLE,Heath Ledger,The Dark Knight,True
Oscars,2008,ACTOR IN A SUPPORTING ROLE,Michael Shannon,Revolutionary Road,False
Oscars,2008,ACTRESS IN A LEADING ROLE,Anne Hathaway,Rachel Getting Married,False
Oscars,2008,ACTRESS IN A LEADING ROLE,Angelina Jolie,Changeling,False
Oscars,2008,ACTRESS IN A LEADING ROLE,Melissa Leo,Frozen River,False
Oscars,2008,ACTRESS IN A LEADING ROLE,Meryl Streep,Doubt,False
Oscars,2008,ACTRESS IN A LEADING ROLE,Kate Winslet,The Reader,True
Oscars,2008,ACTRESS IN A SUPPORTING ROLE,Amy Adams,Doubt,False
Oscars,2008,ACTRESS IN A SUPPORTING ROLE,Penélope Cruz,Vicky Cristina Barcelona,True
Oscars,2008,ACTRESS IN A SUPPORTING ROLE,Viola Davis,Doubt,False
Oscars,2008,ACTRESS IN A SUPPORTING ROLE,Taraji P. Henson,The Curious Case of Benjamin Button,False
Oscars,2008,ACTRESS IN A SUPPORTING ROLE,Marisa Tomei,The Wrestler,False
Oscars,2008,ANIMATED FEATURE FILM,Chris Williams and Byron Howard,Bolt,False
Oscars,2008,ANIMATED FEATURE FILM,John Stevenson and Mark Osborne,Kung Fu Panda,False
Oscars,2008,ANIMATED FEATURE FILM,Andrew Stanton,WALL-E,True
Oscars,2008,ART DIRECTION,Art Direction: James J. Murakami; Set Decoration: Gary Fettis,Changeling,False
Oscars,2008,ART DIRECTION,Art Direction: Donald Graham Burt; Set Decoration: Victor J. Zolfo,The Curious Case of Benjamin Button,True
Oscars,2008,ART DIRECTION,Art Direction: Nathan Crowley; Set Decoration: Peter Lando,The Dark Knight,False
Oscars,2008,ART DIRECTION,Art Direction: Michael Carlin; Set Decoration: Rebecca Alleway,The Duchess,False
Oscars,2008,ART DIRECTION,Art Direction: Kristi Zea; Set Decoration: Debra Schutt,Revolutionary Road,False
Oscars,2008,CINEMATOGRAPHY,Tom Stern,Changeling,False
Oscars,2008,CINEMATOGRAPHY,Claudio Miranda,The Curious Case of Benjamin Button,False
Oscars,2008,CINEMATOGRAPHY,Wally Pfister,The Dark Knight,False
Oscars,2008,CINEMATOGRAPHY,Chris Menges and Roger Deakins,The Reader,False
Oscars,2008,CINEMATOGRAPHY,Anthony Dod Mantle,Slumdog Millionaire,True
Oscars,2008,COSTUME DESIGN,Catherine Martin,Australia,False
Oscars,2008,COSTUME DESIGN,Jacqueline West,The Curious Case of Benjamin Button,False
Oscars,2008,COSTUME DESIGN,Michael O'Connor,The Duchess,True
Oscars,2008,COSTUME DESIGN,Danny Glicker,Milk,False
Oscars,2008,COSTUME DESIGN,Albert Wolsky,Revolutionary Road,False
Oscars,2008,DIRECTING,David Fincher,The Curious Case of Benjamin Button,False
Oscars,2008,DIRECTING,Ron Howard,Frost/Nixon,False
Oscars,2008,DIRECTING,Gus Van Sant,Milk,False
Oscars,2008,DIRECTING,Stephen Daldry,The Reader,False
Oscars,2008,DIRECTING,Danny Boyle,Slumdog Millionaire,True
Oscars,2008,DOCUMENTARY (Feature),Ellen Kuras and Thavisouk Phrasavath,The Betrayal (Nerakhoon),False
Oscars,2008,DOCUMENTARY (Feature),Werner Herzog and Henry Kaiser,Encounters at the End of the World,False
Oscars,2008,DOCUMENTARY (Feature),Scott Hamilton Kennedy,The Garden,False
Oscars,2008,DOCUMENTARY (Feature),James Marsh and Simon Chinn,Man on Wire,True
Oscars,2008,DOCUMENTARY (Feature),Tia Lessin and Carl Deal,Trouble the Water,False
Oscars,2008,DOCUMENTARY (Short Subject),Steven Okazaki,The Conscience of Nhem En,False
Oscars,2008,DOCUMENTARY (Short Subject),Irene Taylor Brodsky and Tom Grant,The Final Inch,False
Oscars,2008,DOCUMENTARY (Short Subject),Megan Mylan,Smile Pinki,True
Oscars,2008,DOCUMENTARY (Short Subject),Adam Pertofsky and Margaret Hyde,The Witness - From the Balcony of Room 306,False
Oscars,2008,FILM EDITING,Kirk Baxter and Angus Wall,The Curious Case of Benjamin Button,False
Oscars,2008,FILM EDITING,Lee Smith,The Dark Knight,False
Oscars,2008,FILM EDITING,Mike Hill and Dan Hanley,Frost/Nixon,False
Oscars,2008,FILM EDITING,Elliot Graham,Milk,False
Oscars,2008,FILM EDITING,Chris Dickens,Slumdog Millionaire,True
Oscars,2008,FOREIGN LANGUAGE FILM,Germany,The Baader Meinhof Complex,False
Oscars,2008,FOREIGN LANGUAGE FILM,France,The Class,False
Oscars,2008,FOREIGN LANGUAGE FILM,Japan,Departures,True
Oscars,2008,FOREIGN LANGUAGE FILM,Austria,Revanche,False
Oscars,2008,FOREIGN LANGUAGE FILM,Israel,Waltz with Bashir,False
Oscars,2008,MAKEUP,Greg Cannom,The Curious Case of Benjamin Button,True
Oscars,2008,MAKEUP,"John Caglione, Jr. and Conor O'Sullivan",The Dark Knight,False
Oscars,2008,MAKEUP,Mike Elizalde and Thom Floutz,Hellboy II: The Golden Army,False
Oscars,2008,MUSIC (Original Score),Alexandre Desplat,The Curious Case of Benjamin Button,False
Oscars,2008,MUSIC (Original Score),James Newton Howard,Defiance,False
Oscars,2008,MUSIC (Original Score),Danny Elfman,Milk,False
Oscars,2008,MUSIC (Original Score),A.R. Rahman,Slumdog Millionaire,True
Oscars,2008,MUSIC (Original Score),Thomas Newman,WALL-E,False
Oscars,2008,MUSIC (Original Song),Music by Peter Gabriel and Thomas Newman; Lyric by Peter Gabriel,WALL-E,False
Oscars,2008,MUSIC (Original Song),Music by A.R. Rahman; Lyric by Gulzar,Slumdog Millionaire,True
Oscars,2008,MUSIC (Original Song),Music and Lyric by A.R. Rahman and Maya Arulpragasam,Slumdog Millionaire,False
Oscars,2008,BEST PICTURE,"Kathleen Kennedy, Frank Marshall and Ceán Chaffin, Producers",The Curious Case of Benjamin Button,False
Oscars,2008,BEST PICTURE,"Brian Grazer, Ron Howard and Eric Fellner, Producers",Frost/Nixon,False
Oscars,2008,BEST PICTURE,"Dan Jinks and Bruce Cohen, Producers",Milk,False
Oscars,2008,BEST PICTURE,"Anthony Minghella, Sydney Pollack, Donna Gigliotti and Redmond Morris, Producers",The Reader,False
Oscars,2008,BEST PICTURE,"Christian Colson, Producer",Slumdog Millionaire,True
Oscars,2008,SHORT FILM (Animated),Kunio Kato,La Maison en Petits Cubes,True
Oscars,2008,SHORT FILM (Animated),Konstantin Bronzit,Lavatory - Lovestory,False
Oscars,2008,SHORT FILM (Animated),Emud Mokhberi and Thierry Marchand,Oktapodi,False
Oscars,2008,SHORT FILM (Animated),Doug Sweetland,Presto,False
Oscars,2008,SHORT FILM (Animated),Alan Smith and Adam Foulkes,This Way Up,False
Oscars,2008,SHORT FILM (Live Action),Reto Caffi,Auf der Strecke (On the Line),False
Oscars,2008,SHORT FILM (Live Action),Elizabeth Marre and Olivier Pont,Manon on the Asphalt,False
Oscars,2008,SHORT FILM (Live Action),Steph Green and Tamara Anghie,New Boy,False
Oscars,2008,SHORT FILM (Live Action),Tivi Magnusson and Dorte Høgh,The Pig,False
Oscars,2008,SHORT FILM (Live Action),Jochen Alexander Freydank,Spielzeugland (Toyland),True
Oscars,2008,SOUND EDITING,Richard King,The Dark Knight,True
Oscars,2008,SOUND EDITING,Frank Eulner and Christopher Boyes,Iron Man,False
Oscars,2008,SOUND EDITING,Glenn Freemantle and Tom Sayers,Slumdog Millionaire,False
Oscars,2008,SOUND EDITING,Ben Burtt and Matthew Wood,WALL-E,False
